Shift,Name,Far,Local,Stay,Bad,Absent
23.02.13 - 1,Cart 16,0.006701,0.057813,0.935382,0.000000,0.000104
23.02.13 - 1,Cart 05,0.023993,0.086076,0.874757,0.015069,0.000104
23.02.13 - 1,Cart 09,0.031806,0.077882,0.889896,0.000000,0.000417
23.02.13 - 1,Cart 15,0.000000,0.004931,0.005799,0.897326,0.091944
23.02.13 - 1,Forklift 01,0.052569,0.127361,0.819965,0.000000,0.000104
23.02.13 - 1,Cart 04,0.077917,0.268090,0.651701,0.002188,0.000104
23.02.13 - 1,Cart 12,0.000000,0.061042,0.938854,0.000000,0.000104
23.02.13 - 1,Forklift 17,0.038160,0.110556,0.851181,0.000000,0.000104
23.02.13 - 1,Pallet truck 07,0.000000,0.097292,0.902604,0.000000,0.000104
23.02.13 - 1,Cart 10,0.048576,0.114931,0.836389,0.000000,0.000104
23.02.13 - 1,Pallet truck 03,0.000000,0.050035,0.949861,0.000000,0.000104
23.02.13 - 1,Forklift 06,0.002431,0.003229,0.994236,0.000000,0.000104
23.02.13 - 1,Pallet truck 02,0.141806,0.174340,0.680451,0.003299,0.000104
23.02.13 - 1,Pallet truck 11,0.000000,0.139549,0.860347,0.000000,0.000104
23.02.13 - 1,Pallet truck 14,0.017708,0.052049,0.869028,0.000000,0.061215
23.02.13 - 1,Cart 13,0.000000,0.027500,0.971736,0.000000,0.000764
23.02.13 - 1,Pallet truck 08,0.036806,0.036250,0.926493,0.000000,0.000451
23.02.13 - 2,Cart 16,0.000000,0.044826,0.506632,0.000000,0.448542
23.02.13 - 2,Cart 05,0.044722,0.075486,0.878993,0.000694,0.000104
23.02.13 - 2,Cart 09,0.000000,0.007049,0.723993,0.000000,0.268958
23.02.13 - 2,Cart 15,0.000000,0.000000,0.002431,0.997465,0.000104
23.02.13 - 2,Forklift 01,0.033438,0.037361,0.387604,0.000000,0.541597
23.02.13 - 2,Cart 04,0.047257,0.090243,0.860451,0.001944,0.000104
23.02.13 - 2,Cart 12,0.000000,0.039826,0.960069,0.000000,0.000104
23.02.13 - 2,Forklift 17,0.041840,0.102569,0.716354,0.000347,0.138889
23.02.13 - 2,Pallet truck 07,0.000000,0.118368,0.881528,0.000000,0.000104
23.02.13 - 2,Cart 10,0.000000,0.006319,0.720972,0.000000,0.272708
23.02.13 - 2,Pallet truck 03,0.000000,0.056042,0.943854,0.000000,0.000104
23.02.13 - 2,Forklift 06,0.000000,0.000000,0.984722,0.000000,0.015278
23.02.13 - 2,Pallet truck 02,0.020868,0.144410,0.832639,0.001979,0.000104
23.02.13 - 2,Pallet truck 11,0.000000,0.073646,0.915937,0.000000,0.010417
23.02.13 - 2,Pallet truck 14,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.13 - 2,Cart 13,0.000000,0.008715,0.991181,0.000000,0.000104
23.02.13 - 2,Pallet truck 08,0.024792,0.018542,0.956562,0.000000,0.000104
23.02.13 - 3,Cart 05,0.003785,0.187153,0.807778,0.001181,0.000104
23.02.13 - 3,Cart 15,0.000000,0.000000,0.000556,0.075104,0.924340
23.02.13 - 3,Forklift 01,0.000000,0.033125,0.621354,0.000000,0.345521
23.02.13 - 3,Cart 04,0.031458,0.310486,0.657604,0.000347,0.000104
23.02.13 - 3,Cart 12,0.000000,0.021667,0.978229,0.000000,0.000104
23.02.13 - 3,Pallet truck 07,0.000000,0.002951,0.103160,0.000000,0.893889
23.02.13 - 3,Pallet truck 03,0.000000,0.042569,0.957326,0.000000,0.000104
23.02.13 - 3,Pallet truck 02,0.030243,0.181042,0.788229,0.000382,0.000104
23.02.13 - 3,Pallet truck 14,0.000000,0.034132,0.965764,0.000000,0.000104
23.02.13 - 3,Cart 13,0.000000,0.012049,0.987847,0.000000,0.000104
23.02.13 - 3,Pallet truck 08,0.000000,0.009479,0.020521,0.000000,0.970000
23.02.14 - 1,Cart 16,0.012500,0.040556,0.259028,0.000000,0.687917
23.02.14 - 1,Cart 05,0.039201,0.084965,0.822292,0.001944,0.051597
23.02.14 - 1,Cart 09,0.009271,0.016111,0.290903,0.000000,0.683715
23.02.14 - 1,Cart 15,0.004618,0.028194,0.291701,0.000000,0.675486
23.02.14 - 1,Forklift 01,0.036493,0.029792,0.284687,0.000000,0.649028
23.02.14 - 1,Cart 04,0.151111,0.184444,0.530694,0.003299,0.130451
23.02.14 - 1,Cart 12,0.008819,0.086979,0.746597,0.000000,0.157604
23.02.14 - 1,Forklift 17,0.084375,0.098333,0.473403,0.000486,0.343403
23.02.14 - 1,Pallet truck 07,0.021458,0.017326,0.259097,0.000000,0.702118
23.02.14 - 1,Cart 10,0.002604,0.051458,0.218993,0.000000,0.726944
23.02.14 - 1,Pallet truck 03,0.006424,0.088785,0.657049,0.000000,0.247743
23.02.14 - 1,Forklift 06,0.025729,0.100868,0.363785,0.000000,0.509618
23.02.14 - 1,Pallet truck 02,0.193750,0.168993,0.607778,0.012153,0.017326
23.02.14 - 1,Pallet truck 11,0.000000,0.042569,0.268437,0.000000,0.688993
23.02.14 - 1,Pallet truck 14,0.005174,0.082882,0.625451,0.082917,0.203576
23.02.14 - 1,Cart 13,0.011146,0.065382,0.739826,0.000000,0.183646
23.02.14 - 1,Pallet truck 08,0.000000,0.022187,0.311042,0.000000,0.666771
23.02.14 - 2,Cart 16,0.000000,0.126354,0.873542,0.000000,0.000104
23.02.14 - 2,Cart 05,0.000000,0.062986,0.936910,0.000000,0.000104
23.02.14 - 2,Cart 09,0.030417,0.117257,0.852222,0.000000,0.000104
23.02.14 - 2,Cart 15,0.000000,0.002708,0.134410,0.000000,0.862882
23.02.14 - 2,Forklift 01,0.042951,0.309375,0.647569,0.000000,0.000104
23.02.14 - 2,Cart 04,0.000000,0.064410,0.047535,0.000000,0.888056
23.02.14 - 2,Cart 12,0.000000,0.052639,0.947257,0.000000,0.000104
23.02.14 - 2,Forklift 17,0.000000,0.136319,0.862812,0.000764,0.000104
23.02.14 - 2,Pallet truck 07,0.000000,0.006181,0.993715,0.000000,0.000104
23.02.14 - 2,Cart 10,0.000000,0.015139,0.759132,0.000000,0.225729
23.02.14 - 2,Pallet truck 03,0.000000,0.070938,0.928958,0.000000,0.000104
23.02.14 - 2,Forklift 06,0.017222,0.101493,0.881181,0.000000,0.000104
23.02.14 - 2,Pallet truck 02,0.042153,0.215069,0.740625,0.002049,0.000104
23.02.14 - 2,Pallet truck 11,0.000000,0.107847,0.892049,0.000000,0.000104
23.02.14 - 2,Pallet truck 14,0.000000,0.000000,0.001285,0.998611,0.000104
23.02.14 - 2,Cart 13,0.000000,0.049931,0.949965,0.000000,0.000104
23.02.14 - 2,Pallet truck 08,0.000000,0.014271,0.769757,0.000000,0.215972
23.02.14 - 3,Cart 16,0.000000,0.105799,0.894097,0.000000,0.000104
23.02.14 - 3,Cart 05,0.000000,0.115694,0.884201,0.000000,0.000104
23.02.14 - 3,Cart 09,0.000000,0.023160,0.976736,0.000000,0.000104
23.02.14 - 3,Forklift 01,0.000000,0.121910,0.877986,0.000000,0.000104
23.02.14 - 3,Cart 12,0.000000,0.030625,0.722222,0.000000,0.247153
23.02.14 - 3,Forklift 17,0.032153,0.298472,0.668854,0.000417,0.000104
23.02.14 - 3,Pallet truck 07,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.14 - 3,Pallet truck 03,0.017917,0.056250,0.925729,0.000000,0.000104
23.02.14 - 3,Forklift 06,0.000000,0.051944,0.416910,0.000000,0.531146
23.02.14 - 3,Pallet truck 02,0.022951,0.109236,0.521424,0.002257,0.344132
23.02.14 - 3,Pallet truck 11,0.000000,0.124097,0.834583,0.000000,0.041319
23.02.14 - 3,Pallet truck 14,0.000000,0.000000,0.000833,0.708576,0.290590
23.02.14 - 3,Cart 13,0.000000,0.176910,0.603611,0.000000,0.219479
23.02.15 - 1,Cart 16,0.037049,0.106840,0.856007,0.000000,0.000104
23.02.15 - 1,Cart 05,0.012917,0.086354,0.900625,0.000000,0.000104
23.02.15 - 1,Cart 09,0.019028,0.057118,0.923750,0.000000,0.000104
23.02.15 - 1,Forklift 01,0.033333,0.101250,0.865313,0.000000,0.000104
23.02.15 - 1,Forklift 17,0.094722,0.192361,0.710069,0.002743,0.000104
23.02.15 - 1,Pallet truck 07,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.15 - 1,Pallet truck 03,0.000000,0.080764,0.919132,0.000000,0.000104
23.02.15 - 2,Cart 16,0.000000,0.118576,0.881007,0.000000,0.000417
23.02.15 - 2,Cart 05,0.000000,0.070903,0.890139,0.000000,0.038958
23.02.15 - 2,Cart 09,0.056979,0.127396,0.815521,0.000000,0.000104
23.02.15 - 2,Cart 15,0.000000,0.029167,0.379861,0.000000,0.590972
23.02.15 - 2,Forklift 01,0.007326,0.049792,0.555937,0.000000,0.386944
23.02.15 - 2,Cart 04,0.043576,0.218576,0.303368,0.000451,0.434028
23.02.15 - 2,Cart 12,0.000000,0.038472,0.076771,0.000000,0.884757
23.02.15 - 2,Forklift 17,0.000000,0.073576,0.387292,0.002396,0.536736
23.02.15 - 2,Pallet truck 07,0.000000,0.024479,0.975069,0.000000,0.000451
23.02.15 - 2,Cart 10,0.000000,0.125104,0.562951,0.000000,0.311944
23.02.15 - 2,Pallet truck 03,0.000000,0.056944,0.942535,0.000000,0.000521
23.02.15 - 2,Forklift 06,0.000000,0.000000,0.649062,0.000000,0.350938
23.02.15 - 2,Pallet truck 02,0.004306,0.221875,0.349687,0.000625,0.423507
23.02.15 - 2,Pallet truck 11,0.000000,0.008194,0.041458,0.000000,0.950347
23.02.15 - 2,Pallet truck 14,0.000000,0.016597,0.569861,0.000000,0.413542
23.02.15 - 2,Cart 13,0.000000,0.008368,0.078715,0.017083,0.895833
23.02.15 - 2,Pallet truck 08,0.000000,0.002153,0.662465,0.000000,0.335382
23.02.15 - 3,Cart 16,0.000000,0.004410,0.995486,0.000000,0.000104
23.02.15 - 3,Cart 05,0.000000,0.019062,0.980833,0.000000,0.000104
23.02.15 - 3,Cart 09,0.000000,0.079236,0.862153,0.000000,0.058611
23.02.15 - 3,Cart 15,0.000000,0.005139,0.994757,0.000000,0.000104
23.02.15 - 3,Forklift 01,0.000000,0.043646,0.526528,0.000000,0.429826
23.02.15 - 3,Cart 04,0.033924,0.302257,0.663576,0.000139,0.000104
23.02.15 - 3,Cart 12,0.005729,0.057535,0.180347,0.000000,0.756389
23.02.15 - 3,Forklift 17,0.001528,0.011285,0.018194,0.000000,0.968993
23.02.15 - 3,Pallet truck 07,0.037118,0.222778,0.738958,0.001042,0.000104
23.02.15 - 3,Cart 10,0.022049,0.154688,0.820486,0.000000,0.002778
23.02.15 - 3,Pallet truck 03,0.000000,0.062674,0.936597,0.000000,0.000729
23.02.15 - 3,Forklift 06,0.000000,0.001250,0.998646,0.000000,0.000104
23.02.15 - 3,Pallet truck 02,0.078299,0.247431,0.666111,0.008056,0.000104
23.02.15 - 3,Pallet truck 11,0.000000,0.013750,0.056354,0.000868,0.929028
23.02.15 - 3,Pallet truck 14,0.000000,0.029653,0.970243,0.000000,0.000104
23.02.15 - 3,Cart 13,0.000000,0.002118,0.077951,0.000000,0.919931
23.02.15 - 3,Pallet truck 08,0.000000,0.008715,0.991181,0.000000,0.000104
23.02.16 - 1,Cart 16,0.024549,0.067083,0.908264,0.000000,0.000104
23.02.16 - 1,Cart 05,0.015799,0.060382,0.923715,0.000000,0.000104
23.02.16 - 1,Cart 09,0.020451,0.050903,0.644028,0.000000,0.284618
23.02.16 - 1,Cart 15,0.047361,0.118507,0.834028,0.000000,0.000104
23.02.16 - 1,Forklift 01,0.040729,0.136806,0.750799,0.000000,0.071667
23.02.16 - 1,Cart 04,0.142813,0.140382,0.629514,0.007188,0.080104
23.02.16 - 1,Cart 12,0.023090,0.183194,0.793611,0.000000,0.000104
23.02.16 - 1,Forklift 17,0.113750,0.199201,0.684583,0.002361,0.000104
23.02.16 - 1,Pallet truck 07,0.000000,0.089028,0.910868,0.000000,0.000104
23.02.16 - 1,Cart 10,0.000000,0.152118,0.844132,0.000000,0.003750
23.02.16 - 1,Pallet truck 03,0.000000,0.086875,0.913021,0.000000,0.000104
23.02.16 - 1,Forklift 06,0.000000,0.004479,0.808125,0.000000,0.187396
23.02.16 - 1,Pallet truck 02,0.049306,0.202292,0.744444,0.003854,0.000104
23.02.16 - 1,Pallet truck 11,0.018507,0.189375,0.787326,0.000000,0.004792
23.02.16 - 1,Pallet truck 14,0.000000,0.174375,0.825521,0.000000,0.000104
23.02.16 - 1,Cart 13,0.000000,0.079792,0.920104,0.000000,0.000104
23.02.16 - 1,Pallet truck 08,0.015278,0.014861,0.901458,0.000000,0.068403
23.02.16 - 2,Cart 16,0.000000,0.086285,0.581736,0.000000,0.331979
23.02.16 - 2,Cart 05,0.011597,0.072813,0.912257,0.000000,0.003333
23.02.16 - 2,Cart 09,0.051493,0.009375,0.529653,0.021319,0.388160
23.02.16 - 2,Cart 15,0.046319,0.255208,0.695937,0.000000,0.002535
23.02.16 - 2,Forklift 01,0.016458,0.258437,0.722569,0.000000,0.002535
23.02.16 - 2,Cart 04,0.030590,0.112778,0.856042,0.000486,0.000104
23.02.16 - 2,Cart 12,0.000000,0.111979,0.768403,0.000000,0.119618
23.02.16 - 2,Forklift 17,0.007431,0.160590,0.827187,0.001736,0.003056
23.02.16 - 2,Pallet truck 07,0.002396,0.171563,0.823646,0.000000,0.002396
23.02.16 - 2,Cart 10,0.003750,0.227674,0.646319,0.036389,0.085868
23.02.16 - 2,Pallet truck 03,0.009444,0.081979,0.904618,0.000000,0.003958
23.02.16 - 2,Forklift 06,0.004097,0.018924,0.822778,0.000000,0.154201
23.02.16 - 2,Pallet truck 02,0.047882,0.176632,0.772222,0.000000,0.003264
23.02.16 - 2,Pallet truck 11,0.000000,0.054792,0.786458,0.000000,0.158750
23.02.16 - 2,Pallet truck 14,0.067604,0.083333,0.757708,0.000000,0.091354
23.02.16 - 2,Cart 13,0.000000,0.188576,0.810590,0.000000,0.000833
23.02.16 - 2,Pallet truck 08,0.000000,0.000000,0.780278,0.000000,0.219722
23.02.16 - 3,Cart 16,0.000000,0.219479,0.759444,0.000000,0.021076
23.02.16 - 3,Cart 05,0.009062,0.047535,0.469062,0.000000,0.474340
23.02.16 - 3,Cart 09,0.000000,0.001528,0.046285,0.952083,0.000104
23.02.16 - 3,Cart 15,0.000000,0.023333,0.601840,0.000000,0.374826
23.02.16 - 3,Forklift 01,0.006910,0.067500,0.581215,0.000000,0.344375
23.02.16 - 3,Cart 04,0.019375,0.010764,0.190035,0.686875,0.092951
23.02.16 - 3,Cart 12,0.000000,0.018229,0.981667,0.000000,0.000104
23.02.16 - 3,Forklift 17,0.031181,0.287674,0.645069,0.022500,0.013576
23.02.16 - 3,Pallet truck 07,0.000000,0.000069,0.152743,0.703785,0.143403
23.02.16 - 3,Cart 10,0.000000,0.000000,0.001840,0.998056,0.000104
23.02.16 - 3,Pallet truck 03,0.017882,0.057431,0.711944,0.000000,0.212743
23.02.16 - 3,Forklift 06,0.000000,0.001667,0.998229,0.000000,0.000104
23.02.16 - 3,Pallet truck 02,0.020069,0.085938,0.583438,0.000000,0.310556
23.02.16 - 3,Pallet truck 11,0.000000,0.048229,0.951667,0.000000,0.000104
23.02.16 - 3,Pallet truck 14,0.000000,0.168056,0.831840,0.000000,0.000104
23.02.16 - 3,Cart 13,0.000000,0.193993,0.582674,0.000000,0.223333
23.02.16 - 3,Pallet truck 08,0.000000,0.057743,0.863472,0.000000,0.078785
23.02.17 - 1,Cart 16,0.009167,0.167569,0.823160,0.000000,0.000104
23.02.17 - 1,Cart 05,0.000000,0.000000,0.004931,0.944653,0.050417
23.02.17 - 1,Cart 09,0.000000,0.000000,0.018993,0.957569,0.023438
23.02.17 - 1,Cart 15,0.000000,0.000000,0.001007,0.967812,0.031181
23.02.17 - 1,Forklift 01,0.000000,0.053021,0.890521,0.000000,0.056458
23.02.17 - 1,Cart 04,0.000000,0.000000,0.006250,0.993646,0.000104
23.02.17 - 1,Cart 12,0.025694,0.172222,0.801979,0.000000,0.000104
23.02.17 - 1,Forklift 17,0.181493,0.130729,0.658056,0.029618,0.000104
23.02.17 - 1,Pallet truck 07,0.000000,0.000000,0.001458,0.998437,0.000104
23.02.17 - 1,Cart 10,0.000000,0.000000,0.000521,0.999375,0.000104
23.02.17 - 1,Pallet truck 03,0.000000,0.139306,0.817257,0.000313,0.043125
23.02.17 - 1,Forklift 06,0.000000,0.001632,0.969236,0.000000,0.029132
23.02.17 - 1,Pallet truck 02,0.097569,0.219653,0.616493,0.002396,0.063889
23.02.17 - 1,Pallet truck 11,0.000000,0.074201,0.760903,0.000000,0.164896
23.02.17 - 1,Pallet truck 14,0.061528,0.060174,0.878194,0.000000,0.000104
23.02.17 - 1,Cart 13,0.000000,0.000000,0.000243,0.952743,0.047014
23.02.17 - 1,Pallet truck 08,0.000000,0.022986,0.976910,0.000000,0.000104
23.02.17 - 2,Cart 16,0.000000,0.102257,0.897639,0.000000,0.000104
23.02.17 - 2,Cart 05,0.000000,0.000972,0.003229,0.995694,0.000104
23.02.17 - 2,Cart 09,0.028438,0.147326,0.649410,0.000000,0.174826
23.02.17 - 2,Cart 15,0.000000,0.014340,0.457188,0.441285,0.087188
23.02.17 - 2,Forklift 01,0.049167,0.061181,0.889549,0.000000,0.000104
23.02.17 - 2,Cart 04,0.000000,0.053229,0.431840,0.157188,0.357743
23.02.17 - 2,Cart 12,0.000000,0.238299,0.761597,0.000000,0.000104
23.02.17 - 2,Forklift 17,0.017917,0.047951,0.907396,0.026597,0.000139
23.02.17 - 2,Pallet truck 07,0.000000,0.057986,0.418924,0.236840,0.286250
23.02.17 - 2,Cart 10,0.000000,0.000000,0.000000,0.999896,0.000104
23.02.17 - 2,Pallet truck 03,0.000000,0.049792,0.950104,0.000000,0.000104
23.02.17 - 2,Forklift 06,0.000000,0.000174,0.835278,0.000000,0.164549
23.02.17 - 2,Pallet truck 02,0.006806,0.172882,0.820035,0.000174,0.000104
23.02.17 - 2,Pallet truck 11,0.000000,0.074063,0.835590,0.000000,0.090347
23.02.17 - 2,Pallet truck 14,0.022743,0.098437,0.878715,0.000000,0.000104
23.02.17 - 2,Cart 13,0.000000,0.002188,0.198021,0.693090,0.106701
23.02.17 - 2,Pallet truck 08,0.000000,0.005799,0.994097,0.000000,0.000104
23.02.17 - 3,Cart 16,0.000000,0.096944,0.902951,0.000000,0.000104
23.02.17 - 3,Cart 05,0.000000,0.000000,0.000694,0.340451,0.658854
23.02.17 - 3,Cart 09,0.000000,0.110243,0.889653,0.000000,0.000104
23.02.17 - 3,Cart 15,0.012396,0.020139,0.967361,0.000000,0.000104
23.02.17 - 3,Forklift 01,0.000000,0.009375,0.990521,0.000000,0.000104
23.02.17 - 3,Cart 04,0.000000,0.050382,0.949479,0.000000,0.000139
23.02.17 - 3,Cart 12,0.000000,0.258993,0.740903,0.000000,0.000104
23.02.17 - 3,Forklift 17,0.018229,0.040417,0.401840,0.003611,0.535903
23.02.17 - 3,Pallet truck 07,0.000000,0.191493,0.808403,0.000000,0.000104
23.02.17 - 3,Cart 10,0.000000,0.000000,0.000000,0.209063,0.790937
23.02.17 - 3,Pallet truck 03,0.000000,0.054375,0.945521,0.000000,0.000104
23.02.17 - 3,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.17 - 3,Pallet truck 02,0.004861,0.191111,0.803160,0.000764,0.000104
23.02.17 - 3,Pallet truck 11,0.000000,0.053264,0.946632,0.000000,0.000104
23.02.17 - 3,Pallet truck 14,0.000000,0.083924,0.915972,0.000000,0.000104
23.02.17 - 3,Cart 13,0.000000,0.010833,0.989062,0.000000,0.000104
23.02.17 - 3,Pallet truck 08,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.18 - 1,Cart 16,0.000000,0.132674,0.867222,0.000000,0.000104
23.02.18 - 1,Cart 05,0.000000,0.015382,0.713194,0.000000,0.271424
23.02.18 - 1,Cart 09,0.000000,0.043993,0.955903,0.000000,0.000104
23.02.18 - 1,Cart 15,0.023438,0.073507,0.902951,0.000000,0.000104
23.02.18 - 1,Forklift 01,0.000000,0.007812,0.913854,0.000000,0.078333
23.02.18 - 1,Cart 04,0.000000,0.134410,0.781458,0.000000,0.084132
23.02.18 - 1,Cart 12,0.000000,0.287535,0.712361,0.000000,0.000104
23.02.18 - 1,Forklift 17,0.001701,0.122118,0.579965,0.000000,0.296215
23.02.18 - 1,Pallet truck 07,0.000000,0.153160,0.723056,0.000000,0.123785
23.02.18 - 1,Cart 10,0.000000,0.036285,0.754896,0.000000,0.208819
23.02.18 - 1,Pallet truck 03,0.000000,0.017917,0.981979,0.000000,0.000104
23.02.18 - 1,Forklift 06,0.000000,0.001250,0.893924,0.000000,0.104826
23.02.18 - 1,Pallet truck 02,0.008021,0.110139,0.880486,0.001250,0.000104
23.02.18 - 1,Pallet truck 11,0.000000,0.259792,0.740104,0.000000,0.000104
23.02.18 - 1,Pallet truck 14,0.000000,0.085903,0.913993,0.000000,0.000104
23.02.18 - 1,Cart 13,0.000000,0.043472,0.956424,0.000000,0.000104
23.02.18 - 1,Pallet truck 08,0.000000,0.000799,0.838299,0.000000,0.160903
23.02.18 - 2,Cart 16,0.000000,0.245000,0.753854,0.000000,0.001146
23.02.18 - 2,Cart 05,0.000000,0.035625,0.963993,0.000000,0.000382
23.02.18 - 2,Cart 09,0.000000,0.033368,0.762674,0.000000,0.203958
23.02.18 - 2,Cart 15,0.000000,0.001736,0.997812,0.000000,0.000451
23.02.18 - 2,Forklift 01,0.000000,0.053160,0.946424,0.000000,0.000417
23.02.18 - 2,Cart 04,0.000000,0.191076,0.808403,0.000000,0.000521
23.02.18 - 2,Cart 12,0.000000,0.223472,0.775868,0.000139,0.000521
23.02.18 - 2,Forklift 17,0.003264,0.196910,0.795347,0.004375,0.000104
23.02.18 - 2,Pallet truck 07,0.000000,0.216319,0.783090,0.000000,0.000590
23.02.18 - 2,Cart 10,0.000000,0.016806,0.982847,0.000000,0.000347
23.02.18 - 2,Pallet truck 03,0.000000,0.051458,0.948090,0.000000,0.000451
23.02.18 - 2,Forklift 06,0.000000,0.000764,0.998611,0.000000,0.000625
23.02.18 - 2,Pallet truck 02,0.006354,0.140347,0.851910,0.000208,0.001181
23.02.18 - 2,Pallet truck 11,0.000000,0.209410,0.790104,0.000000,0.000486
23.02.18 - 2,Pallet truck 14,0.000000,0.013160,0.799792,0.000000,0.187049
23.02.18 - 2,Cart 13,0.000000,0.058889,0.940694,0.000000,0.000417
23.02.18 - 2,Pallet truck 08,0.000000,0.000174,0.999132,0.000000,0.000694
23.02.18 - 3,Cart 16,0.000000,0.204722,0.795174,0.000000,0.000104
23.02.18 - 3,Cart 05,0.000000,0.019722,0.854896,0.000000,0.125382
23.02.18 - 3,Cart 09,0.000000,0.022951,0.976944,0.000000,0.000104
23.02.18 - 3,Cart 15,0.000000,0.002083,0.997118,0.000000,0.000799
23.02.18 - 3,Forklift 01,0.000000,0.039931,0.959965,0.000000,0.000104
23.02.18 - 3,Cart 04,0.000000,0.178681,0.478090,0.000000,0.343229
23.02.18 - 3,Cart 12,0.000000,0.086806,0.913090,0.000000,0.000104
23.02.18 - 3,Forklift 17,0.004722,0.051493,0.335799,0.002882,0.605104
23.02.18 - 3,Pallet truck 07,0.000000,0.101111,0.477569,0.000000,0.421319
23.02.18 - 3,Cart 10,0.000000,0.002188,0.997708,0.000000,0.000104
23.02.18 - 3,Pallet truck 03,0.000000,0.037257,0.810382,0.000000,0.152361
23.02.18 - 3,Forklift 06,0.000000,0.000000,0.999896,0.000000,0.000104
23.02.18 - 3,Pallet truck 02,0.000000,0.158542,0.840417,0.000937,0.000104
23.02.18 - 3,Pallet truck 11,0.000000,0.222292,0.777604,0.000000,0.000104
23.02.18 - 3,Pallet truck 14,0.000000,0.065625,0.759097,0.000000,0.175278
23.02.18 - 3,Cart 13,0.000000,0.050903,0.948993,0.000000,0.000104
23.02.18 - 3,Pallet truck 08,0.000000,0.008646,0.991250,0.000000,0.000104
23.02.19 - 1,Cart 16,0.000000,0.031076,0.364444,0.000000,0.604479
23.02.19 - 1,Cart 05,0.000000,0.025313,0.381181,0.000000,0.593507
23.02.19 - 1,Cart 09,0.000000,0.004167,0.354028,0.000000,0.641806
23.02.19 - 1,Cart 15,0.006319,0.006840,0.445417,0.000000,0.541424
23.02.19 - 1,Forklift 01,0.000000,0.012118,0.397222,0.000000,0.590660
23.02.19 - 1,Cart 04,0.000000,0.104757,0.263993,0.000000,0.631250
23.02.19 - 1,Cart 12,0.000000,0.059514,0.292118,0.000000,0.648368
23.02.19 - 1,Forklift 17,0.023854,0.048264,0.207292,0.158090,0.562500
23.02.19 - 1,Pallet truck 07,0.000000,0.087118,0.197257,0.000000,0.715625
23.02.19 - 1,Cart 10,0.000000,0.005660,0.354931,0.000000,0.639410
23.02.19 - 1,Pallet truck 03,0.004479,0.032639,0.387917,0.000000,0.574965
23.02.19 - 1,Forklift 06,0.000000,0.007986,0.358576,0.000000,0.633437
23.02.19 - 1,Pallet truck 02,0.002708,0.046875,0.352604,0.000000,0.597812
23.02.19 - 1,Pallet truck 11,0.000000,0.076667,0.272049,0.000000,0.651285
23.02.19 - 1,Pallet truck 14,0.000000,0.049028,0.340729,0.000000,0.610243
23.02.19 - 1,Cart 13,0.000000,0.078646,0.275104,0.000000,0.646250
23.02.19 - 1,Pallet truck 08,0.004653,0.003750,0.334757,0.000000,0.656840
23.02.19 - 2,Cart 16,0.000000,0.034826,0.553021,0.020000,0.392153
23.02.19 - 2,Cart 05,0.000000,0.001563,0.462222,0.002465,0.533750
23.02.19 - 2,Cart 09,0.007882,0.168924,0.496493,0.000000,0.326701
23.02.19 - 2,Cart 15,0.000000,0.007639,0.596458,0.014722,0.381181
23.02.19 - 2,Forklift 01,0.000000,0.006979,0.434688,0.000000,0.558333
23.02.19 - 2,Cart 04,0.000000,0.005972,0.654722,0.000000,0.339306
23.02.19 - 2,Cart 12,0.000000,0.140521,0.562778,0.000000,0.296701
23.02.19 - 2,Forklift 17,0.000000,0.131736,0.542188,0.325208,0.000868
23.02.19 - 2,Pallet truck 07,0.000000,0.112049,0.528681,0.000000,0.359271
23.02.19 - 2,Cart 10,0.000000,0.009757,0.664097,0.000000,0.326146
23.02.19 - 2,Pallet truck 03,0.000000,0.050035,0.404271,0.000000,0.545694
23.02.19 - 2,Forklift 06,0.000000,0.000000,0.634375,0.011493,0.354132
23.02.19 - 2,Pallet truck 02,0.000000,0.035208,0.437986,0.000000,0.526806
23.02.19 - 2,Pallet truck 11,0.000000,0.047847,0.646597,0.000000,0.305556
23.02.19 - 2,Pallet truck 14,0.000000,0.140208,0.463264,0.000000,0.396528
23.02.19 - 2,Cart 13,0.000000,0.059931,0.640868,0.000000,0.299201
23.02.19 - 2,Pallet truck 08,0.000000,0.005833,0.644375,0.000000,0.349792
23.02.19 - 3,Cart 16,0.000000,0.045486,0.954410,0.000000,0.000104
23.02.19 - 3,Cart 05,0.000000,0.041285,0.958611,0.000000,0.000104
23.02.19 - 3,Cart 09,0.000000,0.055833,0.944063,0.000000,0.000104
23.02.19 - 3,Cart 15,0.000000,0.003611,0.996285,0.000000,0.000104
23.02.19 - 3,Forklift 01,0.000000,0.051701,0.948194,0.000000,0.000104
23.02.19 - 3,Cart 04,0.000000,0.086875,0.913021,0.000000,0.000104
23.02.19 - 3,Cart 12,0.000000,0.189965,0.809931,0.000000,0.000104
23.02.19 - 3,Forklift 17,0.000000,0.383750,0.616146,0.000000,0.000104
23.02.19 - 3,Pallet truck 07,0.000000,0.139722,0.860174,0.000000,0.000104
23.02.19 - 3,Cart 10,0.000000,0.081458,0.918438,0.000000,0.000104
